F82WZG3;11.200;22;Loja 022;
6Q1WZG3;11.071;22;Loja 022;
J61WZG3;10.694;22;Loja 022;
4P1WZG3;11.053;23;Loja 023;
7C1WZG3;10.865;23;Loja 023;
6X1WZG3;11.117;23;Loja 023;
4Q1WZG3;11.069;24;Loja 024;
7W1WZG3;11.102;24;Loja 024;
F01WZG3;10.795;24;Loja 024;
HX1WZG3;11.126;25;Loja 025;FURTO
701WZG3;10.789;25;Loja 025;
D91WZG3;10.838;25;Loja 025;
6Z0WZG3;10.772;25;Loja 025;
GB1WZG3;10.856;25;Loja 025;REPOSICAO FURTO
J8K4X73;10.412;26;Loja 026;FURTO
D72WZG3;11.382;26;Loja 026;
HJ1WZG3;10.903;26;Loja 026;
CH1WZG3;10.883;26;Loja 026;REPOSICAO FURTO
6N0WZG3;10.563;26;Loja 026;
HM0WZG3;10.557;26;Loja 026;
FJ0WZG3;10.504;26;Loja 026;DANIFICADA
381WZG3;10.713;27;Loja 027;
481WZG3;10.714;27;Loja 027;
461WZG3;10.682;27;Loja 027;
DB1WZG3;10.854;27;Loja 027;
J71WZG3;10.710;27;Loja 027;
1B1WZG3;10.843;27;Loja 027;
5X0WZG3;10.737;28;Loja 028;
7J1WZG3;10.895;28;Loja 028;
3R1WZG3;11.084;28;Loja 028;
5K1WZG3;10.909;28;Loja 028;
3X0WZG3;10.738;28;Loja 028;
1R1WZG3;11.082;28;Loja 028;
FP1WZG3;11.062;28;Loja 028;
892WZG3;11.211;28;Loja 028;
GN0WZG3;10.422;28;Loja 028;FURTO
9V0WZG3;10.661;28;Loja 028;REPOSICAO FURTO
HQ0WZG3;10.454;28;Loja 028;
592WZG3;11.208;28;Loja 028;
F92WZG3;11.216;29;Loja 029;
JY1WZG3;11.146;29;Loja 029;
CW1WZG3;11.106;29;Loja 029;
222WZG3;11.293;29;Loja 029;
5Z1WZG3;11.144;29;Loja 029;
961WZG3;10.687;30;Loja 030;
C71WZG3;10.705;30;Loja 030;
712WZG3;11.282;30;Loja 030;
3Q1WZG3;11.068;30;Loja 030;
9J0WZG3;10.500;31;Loja 031;
911WZG3;10.807;31;Loja 031;
H32WZG3;11.322;31;Loja 031;
4W1WZG3;11.199;32;Loja 032;
2V1WZG3;11.181;32;Loja 032;
8T1WZG3;11.171;32;Loja 032;FURTO
GS1WZG3;11.161;32;Loja 032;
2J0WZG3;10.492;33;Loja 033;
7H0WZG3;10.483;33;Loja 033;
3J0WZG3;10.494;33;Loja 033;
FG0WZG3;10.474;33;Loja 033;
3S0WZG3;10.625;34;Loja 034;
4Q0WZG3;10.443;34;Loja 034;
5R1WZG3;11.086;34;Loja 034;
9S0WZG3;10.627;34;Loja 034;
932WZG3;11.316;35;Loja 035;
H42WZG3;11.338;35;Loja 035;
632WZG3;11.313;35;Loja 035;
BG0WZG3;10.470;35;Loja 035;
9K0WZG3;10.517;35;Loja 035;
5J0WZG3;10.497;35;Loja 035;
D62WZG3;11.366;36;Loja 036;
672WZG3;11.376;36;Loja 036;
FW0WZG3;10.731;36;Loja 036;
182WZG3;11.387;36;Loja 036;
D52WZG3;11.399;36;Loja 036;
HY0WZG3;10.765;36;Loja 036;
801WZG3;10.790;37;Loja 037;
4Z1WZG3;11.143;37;Loja 037;
F51WZG3;10.675;37;Loja 037;
BL1WZG3;11.011;37;Loja 037;
1Z0WZG3;10.767;38;Loja 038;FURTO
HX0WZG3;10.748;38;Loja 038;
1H0WZG3;10.478;38;Loja 038;
HH0WZG3;10.491;38;Loja 038;
741WZG3;10.603;38;Loja 038;REPOSICAO FURTO
BS1WZG3;11.157;39;Loja 039;
B51WZG3;10.672;39;Loja 039;
4T1WZG3;11.167;39;Loja 039;
DT1WZG3;11.175;39;Loja 039;
5V1WZG3;11.184;39;Loja 039;
1V1WZG3;11.180;39;Loja 039;
3W1WZG3;11.198;39;Loja 039;
2T1WZG3;11.165;39;Loja 039;
6V1WZG3;11.185;39;Loja 039;
BT1WZG3;11.173;39;Loja 039;
8B1WZG3;10.850;39;Loja 039;FURTO
D11WZG3;10.810;39;Loja 039;REPOSICAO FURTO
1D1WZG3;10.925;40;Loja 040;
GZ0WZG3;10.780;40;Loja 040;
6G1WZG3;10.962;40;Loja 040;
CB1WZG3;10.853;42;Loja 042;
1W1WZG3;11.196;42;Loja 042;
9S1WZG3;11.156;42;Loja 042;
HT1WZG3;11.178;42;Loja 042;
1T1WZG3;11.164;42;Loja 042;
9T1WZG3;11.172;42;Loja 042;
9Y1WZG3;11.136;43;Loja 043;
322WZG3;11.294;43;Loja 043;
4C1WZG3;10.862;43;Loja 043;
4M0WZG3;10.545;43;Loja 043;
391WZG3;10.829;44;Loja 044;
571WZG3;10.699;44;Loja 044;
361WZG3;10.681;44;Loja 044;
671WZG3;10.700;44;Loja 044;
371WZG3;10.697;44;Loja 044;
F61WZG3;10.691;44;Loja 044;
F71WZG3;10.707;44;Loja 044;
191WZG3;10.827;44;Loja 044;
471WZG3;10.698;44;Loja 044;
161WZG3;10.679;44;Loja 044;
CY1WZG3;11.138;44;Loja 044;
DW1WZG3;11.107;44;Loja 044;
1L1WZG3;11.002;45;Loja 045;
2M1WZG3;11.019;45;Loja 045;
HN1WZG3;11.048;45;Loja 045;
FN1WZG3;11.046;45;Loja 045;
3M1WZG3;11.020;45;Loja 045;
631WZG3;10.586;45;Loja 045;
171WZG3;10.695;46;Loja 046;
851WZG3;10.670;46;Loja 046;
751WZG3;10.669;46;Loja 046;
9C1WZG3;10.867;47;Loja 047;
5Y1WZG3;11.132;47;Loja 047;
661WZG3;10.684;47;Loja 047;
BY1WZG3;11.137;47;Loja 047;
261WZG3;10.680;47;Loja 047;
491WZG3;10.830;47;Loja 047;
JZ0WZG3;10.782;49;Loja 049;
7M1WZG3;11.024;49;Loja 049;
HM1WZG3;11.032;49;Loja 049;
J21WZG3;10.580;49;Loja 049;
8L1WZG3;11.009;49;Loja 049;
HJ0WZG3;10.507;49;Loja 049;
BP1WZG3;11.059;50;Loja 050;
1C2WZG3;11.236;50;Loja 050;
8Z1WZG3;11.251;50;Loja 050;
612WZG3;11.281;50;Loja 050;
CC2WZG3;11.246;50;Loja 050;
BW1WZG3;11.105;50;Loja 050;
5Q1WZG3;11.070;50;Loja 050;
H92WZG3;11.218;50;Loja 050;
HQ1WZG3;11.080;50;Loja 050;
9Q1WZG3;11.074;50;Loja 050;
CQ1WZG3;11.076;52;Loja 052;
7Q1WZG3;11.072;52;Loja 052;
4R1WZG3;11.085;52;Loja 052;
1S1WZG3;11.098;52;Loja 052;
DR1WZG3;11.093;52;Loja 052;
2K1WZG3;10.906;52;Loja 052;
4K1WZG3;10.908;53;Loja 053;
CV0WZG3;10.660;53;Loja 053;
B61WZG3;10.688;53;Loja 053;
8V1WZG3;11.187;53;Loja 053;
G81WZG3;10.824;53;Loja 053;
5S1WZG3;11.152;53;Loja 053;
1C1WZG3;10.859;53;Loja 053;
JB1WZG3;10.858;53;Loja 053;
FB1WZG3;10.855;53;Loja 053;
B91WZG3;10.836;53;Loja 053;
BB1WZG3;10.852;53;Loja 053;
G51WZG3;10.676;53;Loja 053;
HD1WZG3;10.939;54;Loja 054;
7Z0WZG3;10.773;54;Loja 054;
D31WZG3;10.592;54;Loja 054;
DG1WZG3;10.968;54;Loja 054;
8F1WZG3;10.948;54;Loja 054;
FZ0WZG3;10.779;54;Loja 054;
731WZG3;10.587;54;Loja 054;
H01WZG3;10.797;54;Loja 054;
B11WZG3;10.808;54;Loja 054;
341WZG3;10.599;54;Loja 054;
5G1WZG3;10.961;54;Loja 054;
J41WZG3;10.612;54;Loja 054;
5S0WZG3;;54;Loja 054;
CQ0WZG3;;54;Loja 054;
212WZG3;11.277;55;Loja 055;
9C2WZG3;11.244;55;Loja 055;
BQ1WZG3;11.075;55;Loja 055;
C12WZG3;11.286;55;Loja 055;
112WZG3;11.276;55;Loja 055;
622WZG3;11.297;55;Loja 055;
G12WZG3;11.289;55;Loja 055;
522WZG3;11.296;55;Loja 055;
CZ1WZG3;11.254;55;Loja 055;
F12WZG3;11.288;55;Loja 055;
D12WZG3;11.287;55;Loja 055;
802WZG3;11.267;55;Loja 055;
8T0WZG3;10.645;55;Loja 055;
GK1WZG3;10.918;55;Loja 055;
FQ0WZG3;10.451;56;Loja 056;
4J1WZG3;10.892;56;Loja 056;
BQ0WZG3;10.447;56;Loja 056;
6H1WZG3;10.878;56;Loja 056;
7T0WZG3;10.642;56;Loja 056;
HT0WZG3;10.652;56;Loja 056;
4R0WZG3;10.455;56;Loja 056;
4S1WZG3;11.151;57;Loja 057;
9V1WZG3;11.188;57;Loja 057;
6T1WZG3;11.169;57;Loja 057;
102WZG3;11.260;57;Loja 057;
9K1WZG3;10.913;57;Loja 057;
CX0WZG3;10.745;58;Loja 058;
G72WZG3;11.384;58;Loja 058;
662WZG3;11.360;58;Loja 058;
BY0WZG3;10.760;58;Loja 058;
D82WZG3;11.398;58;Loja 058;
5W0WZG3;10.721;58;Loja 058;
JM0WZG3;10.555;59;Loja 059;
5J1WZG3;10.893;59;Loja 059;
3N0WZG3;10.559;59;Loja 059;
HR0WZG3;10.622;59;Loja 059;
9Y0WZG3;10.759;60;Loja 060;
872WZG3;11.378;60;Loja 060;
1J0WZG3;10.493;60;Loja 060;
972WZG3;11.379;60;Loja 060;
4D1WZG3;10.928;61;Loja 061;
711WZG3;10.805;61;Loja 061;
301WZG3;10.785;61;Loja 061;
DC1WZG3;10.920;61;Loja 061;
9W1WZG3;11.104;61;Loja 061;FURTO
7D1WZG3;10.931;61;Loja 061;
2Y1WZG3;11.129;61;Loja 061;
CX1WZG3;11.122;61;Loja 061;
411WZG3;10.802;61;Loja 061;
9G1WZG3;10.965;61;Loja 061;
CF1WZG3;10.951;61;Loja 061;
BK1WZG3;10.914;61;Loja 061;REPOSICAO FURTO
4L0WZG3;10.529;62;Loja 062;
GR0WZG3;10.462;62;Loja 062;
FV0WZG3;10.665;62;Loja 062;
5L0WZG3;10.527;62;Loja 062;
7N0WZG3;10.565;62;Loja 062;
4B1WZG3;10.846;63;Loja 063;
591WZG3;10.831;63;Loja 063;
C61WZG3;10.689;63;Loja 063;
F91WZG3;10.839;63;Loja 063;
761WZG3;10.685;63;Loja 063;
581WZG3;10.715;63;Loja 063;
691WZG3;10.832;63;Loja 063;
JG0WZG3;10.473;64;Loja 064;
B41WZG3;10.606;64;Loja 064;
DJ0WZG3;10.506;64;Loja 064;
BX1WZG3;11.121;65;Loja 065;REPOSICAO FURTO
752WZG3;11.346;65;Loja 065;
352WZG3;11.342;65;Loja 065;
J42WZG3;11.339;65;Loja 065;
F32WZG3;11.320;65;Loja 065;
152WZG3;11.340;65;Loja 065;FURTO
C41WZG3;10.607;66;Loja 066;FURTO
G41WZG3;10.610;66;Loja 066;
F21WZG3;10.577;66;Loja 066;
D41WZG3;10.608;66;Loja 066;
BJ0WZG3;10.503;66;Loja 066;DANIFICADA
4J0WZG3;10.496;66;Loja 066;
232WZG3;11.309;66;Loja 066;
842WZG3;11.331;66;Loja 066;
8J0WZG3;10.498;66;Loja 066;
351WZG3;10.615;66;Loja 066;
GPOWZG3;10.437;66;Loja 066;REPOSICAO FURTO
9M0WZG3;10.547;66;Loja 066;REPOSICAO FURTO
6J0WZG3;10.499;67;Loja 067;
F41WZG3;10.609;67;Loja 067;
D32WZG3;11.319;67;Loja 067;
G11WZG3;10.812;67;Loja 067;
941WZG3;10.605;67;Loja 067;
721WZG3;10.571;67;Loja 067;
242WZG3;11.325;67;Loja 067;
832WZG3;11.315;67;Loja 067;
JD1WZG3;10.940;68;Loja 068;
B31WZG3;10.590;68;Loja 068;
G22WZG3;11.305;68;Loja 068;
C31WZG3;10.591;68;Loja 068;
FH0WZG3;10.488;68;Loja 068;
7F1WZG3;10.947;68;Loja 068;
3H1WZG3;;69;Loja 069;
CR0WZG3;;69;Loja 069;
JV0WZG3;;69;Loja 069;
6V0WZG3;;69;Loja 069;
DQ0WZG3;;69;Loja 069;
2M0WZG3;;69;Loja 069;
8P0WZG3;;69;Loja 069;
HG1WZG3;;69;Loja 069;
2T0WZG3;10.637;70;Loja 070;
5M0WZG3;10.544;70;Loja 070;
9P0WZG3;10.432;70;Loja 070;
2J1WZG3;10.890;70;Loja 070;
DD1WZG3;10.936;70;Loja 070;
8N0WZG3;10.562;70;Loja 070;
DK1WZG3;10.916;70;Loja 070;
JQ1WZG3;11.081;70;Loja 070;
6T0WZG3;10.643;70;Loja 070;
1Q1WZG3;11.066;71;Loja 071;
HW0WZG3;10.733;71;Loja 071;
DX0WZG3;10.744;71;Loja 071;
6P0WZG3;10.430;71;Loja 071;
2R0WZG3;10.458;71;Loja 071;
C62WZG3;11.365;71;Loja 071;
JR0WZG3;10.620;71;Loja 071;
HG0WZG3;10.475;72;Loja 072;
3H0WZG3;10.479;72;Loja 072;
BK0WZG3;10.518;72;Loja 072;
F42WZG3;11.336;72;Loja 072;
C32WZG3;11.318;72;Loja 072;DANIFICADA
FMOWZG3;10.553;72;Loja 072;REPOSICAO FURTO
GJ0WZG3;10.502;72;Loja 072;
452WZG3;11.343;72;Loja 072;
852WZG3;11.347;72;Loja 072;
992WZG3;11.212;73;Loja 073;
B62WZG3;11.364;73;Loja 073;
9P1WZG3;11.058;73;Loja 073;
GG0WZG3;10.476;73;Loja 073;
D71WZG3;10.706;74;Loja 074;
7Y1WZG3;11.134;74;Loja 074;
5C1WZG3;10.863;74;Loja 074;
H91WZG3;10.841;74;Loja 074;
6C1WZG3;10.864;74;Loja 074;
181WZG3;10.711;74;Loja 074;
6B1WZG3;10.848;74;Loja 074;
991WZG3;10.835;74;Loja 074;
H81WZG3;10.825;74;Loja 074;
C91WZG3;10.837;74;Loja 074;
6J1WZG3;10.894;74;Loja 074;
950WZG3;10.626;74;Loja 074;
3T0WZG3;10.639;74;Loja 074;
8V0WZG3;10.662;74;Loja 074;
3B1WZG3;10.845;74;Loja 074;
9B1WZG3;10.851;74;Loja 074;
F81WZG3;10.823;74;Loja 074;
781WZG3;10.717;74;Loja 074;
J81WZG3;10.826;74;Loja 074;
G71WZG3;10.708;74;Loja 074;
3C1WZG3;10.861;74;Loja 074;
241WZG3;10.598;75;Loja 075;FURTO
9T0WZG3;10.644;75;Loja 075;REPOSICAO FURTO
811WZG3;10.806;75;Loja 075;
DZ0WZG3;10.778;75;Loja 075;
901WZG3;10.791;75;Loja 075;
4Z0WZG3;10.770;75;Loja 075;
DT0WZG3;10.647;75;Loja 075;
JT0WZG3;10.654;75;Loja 075;
3R0WZG3;10.456;75;Loja 075;
D92WZG3;11.215;76;Loja 076;
9R1WZG3;11.090;76;Loja 076;
5P1WZG3;11.054;76;Loja 076;FURTO
HH1WZG3;10.887;76;Loja 076;REPOSICAO FURTO
6P1WZG3;11.055;76;Loja 076;
GP1WZG3;11.063;76;Loja 076;
BN1WZG3;11.043;77;Loja 077;
B21WZG3;10.574;77;Loja 077;
DL1WZG3;11.013;77;Loja 077;
3N1WZG3;11.036;77;Loja 077;
DH1WZG3;10.884;79;Loja 079;REPOSICAO FURTO
1N1WZG3;11.034;79;Loja 079;
9G0WZG3;10.469;79;Loja 079;
732WZG3;11.314;79;Loja 079;
3K0WZG3;10.512;79;Loja 079;
2L1WZG3;11.003;79;Loja 079;
952WZG3;11.348;79;Loja 079;
252WZG3;11.341;79;Loja 079;
132WZG3;11.308;79;Loja 079;
7K0WZG3;10.513;79;Loja 079;
B22WZG3;11.301;79;Loja 079;
CH0WZG3;10.485;79;Loja 079;
5H0WZG3;10.481;79;Loja 079;
8H1WZG3;10.880;79;Loja 079;FURTO
1K1WZG3;10.905;79;Loja 079;FURTO
9W0WZG3;10.724;80;Loja 080;
CW0WZG3;10.728;80;Loja 080;
8Z0WZG3;10.774;80;Loja 080;
1G1WZG3;10.957;80;Loja 080;
821WZG3;10.572;80;Loja 080;
JK1WZG3;11.001;81;Loja 081;
2N1WZG3;11.035;81;Loja 081;
D21WZG3;10.576;81;Loja 081;
9M1WZG3;11.026;81;Loja 081;
521WZG3;10.569;81;Loja 081;
131WZG3;10.581;81;Loja 081;
J31WZG3;10.596;81;Loja 081;
5L1WZG3;11.006;81;Loja 081;
CM1WZG3;11.028;81;Loja 081;
9N1WZG3;11.042;81;Loja 081;
771WZG3;10.701;82;Loja 082;
HB1WZG3;10.857;82;Loja 082;
HW1WZG3;11.110;82;Loja 082;
302WZG3;11.262;82;Loja 082;
951WZG3;10.671;82;Loja 082;
292WZG3;11.205;82;Loja 082;
402WZG3;11.263;82;Loja 082;
2Q1WZG3;11.067;82;Loja 082;
5V0WZG3;10.657;82;Loja 082;
CC1WZG3;10.919;84;Loja 084;
J01WZG3;10.798;84;Loja 084;
611WZG3;10.804;84;Loja 084;
6Y1WZG3;11.133;84;Loja 084;
BC1WZG3;10.868;84;Loja 084;
H22WZG3;11.306;84;Loja 084;
B82WZG3;11.396;84;Loja 084;
CC5PV63;10.385;84;Loja 084;
HS0WZG3;10.636;85;Loja 085;FURTO
DM0WZG3;10.554;85;Loja 085;FURTO
GR1WZG3;11.095;85;Loja 085;
FR1WZG3;11.094;85;Loja 085;
8C5PV63;10.382;85;Loja 085;REPOSICAO FURTO
HC5PV63;10.389;85;Loja 085;REPOSICAO FURTO
H02WZG3;11.274;86;Loja 086;FURTO
JS0WZG3;10638;86;Loja 086;REPOSICAO FURTO
JX1WZG3;11.127;86;Loja 086;
FX1WZG3;11.124;86;Loja 086;
4G1WZG3;10.960;87;Loja 087;
442WZG3;11.327;87;Loja 087;
C11WZG3;10.809;87;Loja 087;
JF1WZG3;10.956;87;Loja 087;
1J1WZG3;10.889;87;Loja 087;REPOSICAO FURTO
4L1WZG3;11.005;88;Loja 088;
CL1WZG3;11.012;88;Loja 088;
8N1WZG3;11.041;88;Loja 088;
GN1WZG3;11.047;88;Loja 088;
9L1WZG3;11.010;88;Loja 088;
BM1WZG3;11.027;88;Loja 088;
5M1WZG3;11.022;88;Loja 088;
921WZG3;10.573;88;Loja 088;
B72WZG3;11.380;89;Loja 089;
462WZG3;11.358;89;Loja 089;FURTO
BX0WZG3;10.746;89;Loja 089;
162WZG3;11.355;89;Loja 089;
572WZG3;11.375;89;Loja 089;FURTO
DV0WZG3;10.664;89;Loja 089;REPOSICAO FURTO
4Y0WZG3;10.754;89;Loja 089;
G52WZG3;11.352;89;Loja 089;
F72WZG3;11.383;89;Loja 089;
8W0WZG3;10.725;89;Loja 089;
GW0WZG3;10.734;89;Loja 089;
2H0WZG3;10.477;89;Loja 089;
BW0WZG3;10.730;89;Loja 089;FURTO
FT0WZG3;10.649;89;Loja 089;REPOSICAO FURTO
H62WZG3;11.369;89;Loja 089;
6H0WZG3;10.482;89;Loja 089;
9X0WZG3;10.742;89;Loja 089;
GY0WZG3;10.764;89;Loja 089;
JW0WZG3;10.732;89;Loja 089;
141WZG3;10.597;91;Loja 091;
G31WZG3;10.594;91;Loja 091;
531WZG3;10.585;91;Loja 091;
JL1WZG3;11.017;91;Loja 091;
H71WZG3;10.709;92;Loja 092;
281WZG3;10.712;92;Loja 092;
D81WZG3;10.822;92;Loja 092;
681WZG3;10.716;92;Loja 092;
822WZG3;11.299;93;Loja 093;
2Z1WZG3;11.148;93;Loja 093;
GM0WZG3;10.550;93;Loja 093;
3P1WZG3;11.052;93;Loja 093;
HZ1WZG3;11.258;93;Loja 093;
4Y1WZG3;11.131;93;Loja 093;
2B1WZG3;10.844;93;Loja 093;
HK0WZG3;10.524;93;Loja 093;
7M0WZG3;10.549;93;Loja 093;
JK0WZG3;;93;Loja 093;
FP0WZG3;;93;Loja 093;
JL0WZG3;;93;Loja 093;
FL0WZG3;;93;Loja 093;
8W1WZG3;11.103;94;Loja 094;
BG1WZG3;10.966;94;Loja 094;
5Z0WZG3;10.771;94;Loja 094;
1X1WZG3;11.112;94;Loja 094;
HZ0WZG3;10.781;94;Loja 094;
311WZG3;10.801;94;Loja 094;
H51WZG3;10.677;95;Loja 095;
B71WZG3;10.704;95;Loja 095;
6B2WZG3;11.225;95;Loja 095;
1Y1WZG3;11.128;95;Loja 095;
DQ1WZG3;11.077;95;Loja 095;
2C2WZG3;11.237;95;Loja 095;
4C2WZG3;11.239;95;Loja 095;
DY1WZG3;11.140;95;Loja 095;
791WZG3;10.833;96;Loja 096;
G82WZG3;11.201;96;Loja 096;
3Y1WZG3;11.130;96;Loja 096;
GY1WZG3;11.139;96;Loja 096;
8X1WZG3;11.119;96;Loja 096;FURTO
1V0WZG3;10.651;96;Loja 096;REPOSICAO FURTO
541WZG3;10.601;97;Loja 097;
641WZG3;10.602;97;Loja 097;
441WZG3;10.600;97;Loja 097;
651WZG3;10.618;97;Loja 097;
CM0WZG3;10.551;97;Loja 097;REPOSICAO FURTO
3Y0WZG3;10.753;97;Loja 097;REPOSICAO FURTO
582WZG3;11.391;97;Loja 097;REPOSICAO FURTO
J32WZG3;11.323;98;Loja 098;REPOSICAO FURTO
9D1WZG3;10.933;98;Loja 098;
8G1WZG3;10.964;98;Loja 098;
GC1WZG3;10.922;98;Loja 098;
6D1WZG3;10.930;98;Loja 098;FURTO
7G1WZG3;10.963;98;Loja 098;
3G1WZG3;10.959;98;Loja 098;
6F1WZG3;10.946;98;Loja 098;
3C2WZG3;11.238;99;Loja 099;
6W1WZG3;11.101;99;Loja 099;
6BYHC72;;99;Loja 099;
7Z1WZG3;11.250;100;Loja 100;
D61WZG3;10.690;100;Loja 100;
7V1WZG3;11.186;100;Loja 100;
4X1WZG3;11.115;100;Loja 100;
312WZG3;11.278;100;Loja 100;
C21WZG3;10.575;101;Loja 101;
431WZG3;10.584;101;Loja 101;
CN1WZG3;11.044;101;Loja 101;
HK1WZG3;11.000;101;Loja 101;
JN1WZG3;11.049;102;Loja 102;
5W1WZG3;11.100;102;Loja 102;
8D1WZG3;10.932;102;Loja 102;
DM1WZG3;11.029;102;Loja 102;
6L1WZG3;11.007;102;Loja 102;
7N1WZG3;11.040;102;Loja 102;
JW1WZG3;11.111;102;Loja 102;
8M1WZG3;11.025;102;Loja 102;FURTO
8L0WZG3;10532;102;Loja 102;REPOSICAO FURTO
6N1WZG3;11.039;103;Loja 103;
FL1WZG3;11.014;103;Loja 103;
H21WZG3;10.579;103;Loja 103;
