5B2WZG3;11.224;Dell Inc.;Optiplex 3080;Loja 008;
DB2WZG3;11.231;Dell Inc.;Optiplex 3080;Loja 008;
812WZG3;11.283;Dell Inc.;Optiplex 3080;Loja 008;
192WZG3;11.204;Dell Inc.;Optiplex 3080;Loja 008;
602WZG3;11.265;Dell Inc.;Optiplex 3080;Loja 010;
DS1WZG3;11.159;Dell Inc.;Optiplex 3080;Loja 010;
412WZG3;11.279;Dell Inc.;Optiplex 3080;Loja 010;FURTO
CV1WZG3;11.190;Dell Inc.;Optiplex 3080;Loja 010;
DV1WZG3;11.191;Dell Inc.;Optiplex 3080;Loja 010;
4V1WZG3;11.183;Dell Inc.;Optiplex 3080;Loja 010;
FV1WZG3;11.192;Dell Inc.;Optiplex 3080;Loja 010;
8S1WZG3;11.155;Dell Inc.;Optiplex 3080;Loja 010;
2X1WZG3;11.113;Dell Inc.;Optiplex 3080;Loja 011;
6C5PV63;10.380;Dell Inc.;Optiplex 3080;Loja 011;
9C5PV63;10.383;Dell Inc.;Optiplex 3080;Loja 011;
BC5PV63;10.384;Dell Inc.;Optiplex 3080;Loja 011;FURTO
DC5PV63;10.386;Dell Inc.;Optiplex 3080;Loja 011;
GC5PV63;10.388;Dell Inc.;Optiplex 3080;Loja 011;
GX1WZG3;11.125;Dell Inc.;Optiplex 3080;Loja 012;
D51WZG3;10.674;Dell Inc.;Optiplex 3080;Loja 012;
881WZG3;10.718;Dell Inc.;Optiplex 3080;Loja 012;
122WZG3;11.292;Dell Inc.;Optiplex 3080;Loja 012;
7X1WZG3;11.118;Dell Inc.;Optiplex 3080;Loja 012;
291WZG3;10.828;Dell Inc.;Optiplex 3080;Loja 012;
271WZG3;10.696;Dell Inc.;Optiplex 3080;Loja 012;
GS0WZG3;10.632;Dell Inc.;Optiplex 3080;Loja 012;
JZ1WZG3;11.259;Dell Inc.;Optiplex 3080;Loja 012;
DX1WZG3;11.123;Dell Inc.;Optiplex 3080;Loja 013;FURTO
4T0WZG3;10.641;Dell Inc.;Optiplex 3080;Loja 013;
9X1WZG3;11.120;Dell Inc.;Optiplex 3080;Loja 013;
BB2WZG3;11.229;Dell Inc.;Optiplex 3080;Loja 013;
GC2WZG3;11.249;Dell Inc.;Optiplex 3080;Loja 013;
F52WZG3;11.351;Dell Inc.;Optiplex 3080;Loja 014;FURTO
C52WZG3;11.350;Dell Inc.;Optiplex 3080;Loja 014;
JY0WZG3;10.766;Dell Inc.;Optiplex 3080;Loja 014;
CY0WZG3;10.761;Dell Inc.;Optiplex 3080;Loja 014;
8Y0WZG3;10.758;Dell Inc.;Optiplex 3080;Loja 014;
2Z0WZG3;10.768;Dell Inc.;Optiplex 3080;Loja 014;
DY0WZG3;10.762;Dell Inc.;Optiplex 3080;Loja 014;
4W0WZG3;10.723;Dell Inc.;Optiplex 3080;Loja 014;
JX0WZG3;10.750;Dell Inc.;Optiplex 3080;Loja 014;
6W0WZG3;10.726;Dell Inc.;Optiplex 3080;Loja 014;
7R0WZG3;10.460;Dell Inc.;Optiplex 3080;Loja 014;
282WZG3;11.388;Dell Inc.;Optiplex 3080;Loja 014;
862WZG3;11.362;Dell Inc.;Optiplex 3080;Loja 014;
HL0WZG3;10.541;Dell Inc.;Optiplex 3080;Loja 015;FURTO
FS0WZG3;;Dell Inc.;Optiplex 3080;Loja 015;
GH1WZG3;;Dell Inc.;Optiplex 3080;Loja 015;
DS0WZG3;;Dell Inc.;Optiplex 3080;Loja 015;
ZT0WZG3;;Dell Inc.;Optiplex 3080;Loja 015;FURTO
FG1WZG3;10.869;Dell Inc.;Optiplex 3080;Loja 015;
BS0WZG3;;Dell Inc.;Optiplex 3080;Loja 015;
2N0WZG3;;Dell Inc.;Optiplex 3080;Loja 015;
342WZG3;11.326;Dell Inc.;Optiplex 3080;Loja 016;
B01WZG3;10.792;Dell Inc.;Optiplex 3080;Loja 016;
F22WZG3;11.304;Dell Inc.;Optiplex 3080;Loja 016;
642WZG3;11.329;Dell Inc.;Optiplex 3080;Loja 016;
221WZG3;10.816;Dell Inc.;Optiplex 3080;Loja 016;
332WZG3;11.310;Dell Inc.;Optiplex 3080;Loja 016;
792WZG3;11.210;Dell Inc.;Optiplex 3080;Loja 017;
871WZG3;10.702;Dell Inc.;Optiplex 3080;Loja 017;
G02WZG3;11.273;Dell Inc.;Optiplex 3080;Loja 017;
971WZG3;10.703;Dell Inc.;Optiplex 3080;Loja 017;
FQ1WZG3;11.078;Dell Inc.;Optiplex 3080;Loja 017;
8Y1WZG3;11.135;Dell Inc.;Optiplex 3080;Loja 017;FURTO
G91WZG3;10.840;Dell Inc.;Optiplex 3080;Loja 017;
H72WZG3;11.385;Dell Inc.;Optiplex 3080;Loja 018;FURTO
8QOWZG3;10.444;Dell Inc.;Optiplex 3080;Loja 018;
3W0WZG3;10.722;Dell Inc.;Optiplex 3080;Loja 018;
6X0WZG3;10.739;Dell Inc.;Optiplex 3080;Loja 018;
6Y0WZG3;10.756;Dell Inc.;Optiplex 3080;Loja 018;
7Y0WZG3;10.757;Dell Inc.;Optiplex 3080;Loja 018;
7X0WZG3;10.743;Dell Inc.;Optiplex 3080;Loja 018;
2W1WZG3;11.197;Dell Inc.;Optiplex 3080;Loja 019;
GV1WZG3;11.193;Dell Inc.;Optiplex 3080;Loja 019;
7S1WZG3;11.154;Dell Inc.;Optiplex 3080;Loja 019;
1X0WZG3;10.740;Dell Inc.;Optiplex 3080;Loja 020;FURTO
5N0WZG3;10.560;Dell Inc.;Optiplex 3080;Loja 020;
4X0WZG3;10.736;Dell Inc.;Optiplex 3080;Loja 020;
1W0WZG3;10.720;Dell Inc.;Optiplex 3080;Loja 020;
2W0WZG3;10.719;Dell Inc.;Optiplex 3080;Loja 020;
362WZG3;11.357;Dell Inc.;Optiplex 3080;Loja 020;
2G1WZG3;10.958;Dell Inc.;Optiplex 3080;Loja 021;
GF1WZG3;10.954;Dell Inc.;Optiplex 3080;Loja 021;
3D1WZG3;10.927;Dell Inc.;Optiplex 3080;Loja 021;
511WZG3;10.803;Dell Inc.;Optiplex 3080;Loja 021;
G01WZG3;10.796;Dell Inc.;Optiplex 3080;Loja 021;
C01WZG3;10.793;Dell Inc.;Optiplex 3080;Loja 021;
561WZG3;10.683;Dell Inc.;Optiplex 3080;Loja 022;
8Q1WZG3;11.073;Dell Inc.;Optiplex 3080;Loja 022;
J02WZG3;11.275;Dell Inc.;Optiplex 3080;Loja 022;
F82WZG3;11.200;Dell Inc.;Optiplex 3080;Loja 022;
6Q1WZG3;11.071;Dell Inc.;Optiplex 3080;Loja 022;
J61WZG3;10.694;Dell Inc.;Optiplex 3080;Loja 022;
4P1WZG3;11.053;Dell Inc.;Optiplex 3080;Loja 023;
7C1WZG3;10.865;Dell Inc.;Optiplex 3080;Loja 023;
6X1WZG3;11.117;Dell Inc.;Optiplex 3080;Loja 023;
4Q1WZG3;11.069;Dell Inc.;Optiplex 3080;Loja 024;
7W1WZG3;11.102;Dell Inc.;Optiplex 3080;Loja 024;
F01WZG3;10.795;Dell Inc.;Optiplex 3080;Loja 024;
HX1WZG3;11.126;Dell Inc.;Optiplex 3080;Loja 025;FURTO
GB1WZG3;10.856;Dell Inc.;Optiplex 3080;Loja 025;
701WZG3;10.789;Dell Inc.;Optiplex 3080;Loja 025;
D91WZG3;10.838;Dell Inc.;Optiplex 3080;Loja 025;
6Z0WZG3;10.772;Dell Inc.;Optiplex 3080;Loja 025;
FJ0WZG3;10.504;Dell Inc.;Optiplex 3080;Loja 026;
D72WZG3;11.382;Dell Inc.;Optiplex 3080;Loja 026;
HJ1WZG3;10.903;Dell Inc.;Optiplex 3080;Loja 026;
CH1WZG3;10.883;Dell Inc.;Optiplex 3080;Loja 026;
6N0WZG3;10.563;Dell Inc.;Optiplex 3080;Loja 026;
HM0WZG3;10.557;Dell Inc.;Optiplex 3080;Loja 026;
J8K4X73;10.412;Dell Inc.;Optiplex 3080;Loja 026;FURTO
381WZG3;10.713;Dell Inc.;Optiplex 3080;Loja 027;
481WZG3;10.714;Dell Inc.;Optiplex 3080;Loja 027;
461WZG3;10.682;Dell Inc.;Optiplex 3080;Loja 027;
DB1WZG3;10.854;Dell Inc.;Optiplex 3080;Loja 027;
J71WZG3;10.710;Dell Inc.;Optiplex 3080;Loja 027;
1B1WZG3;10.843;Dell Inc.;Optiplex 3080;Loja 027;
5X0WZG3;10.737;Dell Inc.;Optiplex 3080;Loja 028;
7J1WZG3;10.895;Dell Inc.;Optiplex 3080;Loja 028;
3R1WZG3;11.084;Dell Inc.;Optiplex 3080;Loja 028;
5K1WZG3;10.909;Dell Inc.;Optiplex 3080;Loja 028;
3X0WZG3;10.738;Dell Inc.;Optiplex 3080;Loja 028;
1R1WZG3;11.082;Dell Inc.;Optiplex 3080;Loja 028;
FP1WZG3;11.062;Dell Inc.;Optiplex 3080;Loja 028;
892WZG3;11.211;Dell Inc.;Optiplex 3080;Loja 028;
GN0WZG3;10.422;Dell Inc.;Optiplex 3080;Loja 028;FURTO
9V0WZG3;10.661;Dell Inc.;Optiplex 3080;Loja 028;
HQ0WZG3;10.454;Dell Inc.;Optiplex 3080;Loja 028;
592WZG3;11.208;Dell Inc.;Optiplex 3080;Loja 028;
F92WZG3;11.216;Dell Inc.;Optiplex 3080;Loja 029;
JY1WZG3;11.146;Dell Inc.;Optiplex 3080;Loja 029;
CW1WZG3;11.106;Dell Inc.;Optiplex 3080;Loja 029;
222WZG3;11.293;Dell Inc.;Optiplex 3080;Loja 029;
5Z1WZG3;11.144;Dell Inc.;Optiplex 3080;Loja 029;
961WZG3;10.687;Dell Inc.;Optiplex 3080;Loja 030;
C71WZG3;10.705;Dell Inc.;Optiplex 3080;Loja 030;
712WZG3;11.282;Dell Inc.;Optiplex 3080;Loja 030;
3Q1WZG3;11.068;Dell Inc.;Optiplex 3080;Loja 030;
9J0WZG3;10.500;Dell Inc.;Optiplex 3080;Loja 031;
911WZG3;10.807;Dell Inc.;Optiplex 3080;Loja 031;
H32WZG3;11.322;Dell Inc.;Optiplex 3080;Loja 031;
4W1WZG3;11.199;Dell Inc.;Optiplex 3080;Loja 032;
2V1WZG3;11.181;Dell Inc.;Optiplex 3080;Loja 032;
8T1WZG3;11.171;Dell Inc.;Optiplex 3080;Loja 032;FURTO
GS1WZG3;11.161;Dell Inc.;Optiplex 3080;Loja 032;
2J0WZG3;10.492;Dell Inc.;Optiplex 3080;Loja 033;
7H0WZG3;10.483;Dell Inc.;Optiplex 3080;Loja 033;
3J0WZG3;10.494;Dell Inc.;Optiplex 3080;Loja 033;
FG0WZG3;10.474;Dell Inc.;Optiplex 3080;Loja 033;
3S0WZG3;10.625;Dell Inc.;Optiplex 3080;Loja 034;
4Q0WZG3;10.443;Dell Inc.;Optiplex 3080;Loja 034;
5R1WZG3;11.086;Dell Inc.;Optiplex 3080;Loja 034;
9S0WZG3;10.627;Dell Inc.;Optiplex 3080;Loja 034;
932WZG3;11.316;Dell Inc.;Optiplex 3080;Loja 035;
H42WZG3;11.338;Dell Inc.;Optiplex 3080;Loja 035;
632WZG3;11.313;Dell Inc.;Optiplex 3080;Loja 035;
BG0WZG3;10.470;Dell Inc.;Optiplex 3080;Loja 035;
9K0WZG3;10.517;Dell Inc.;Optiplex 3080;Loja 035;
5J0WZG3;10.497;Dell Inc.;Optiplex 3080;Loja 035;
D62WZG3;11.366;Dell Inc.;Optiplex 3080;Loja 036;
672WZG3;11.376;Dell Inc.;Optiplex 3080;Loja 036;
FW0WZG3;10.731;Dell Inc.;Optiplex 3080;Loja 036;
182WZG3;11.387;Dell Inc.;Optiplex 3080;Loja 036;
D52WZG3;11.399;Dell Inc.;Optiplex 3080;Loja 036;
HY0WZG3;10.765;Dell Inc.;Optiplex 3080;Loja 036;
801WZG3;10.790;Dell Inc.;Optiplex 3080;Loja 037;
4Z1WZG3;11.143;Dell Inc.;Optiplex 3080;Loja 037;
F51WZG3;10.675;Dell Inc.;Optiplex 3080;Loja 037;
BL1WZG3;11.011;Dell Inc.;Optiplex 3080;Loja 037;
1Z0WZG3;10.767;Dell Inc.;Optiplex 3080;Loja 038;FURTO
741WZG3;10.603;Dell Inc.;Optiplex 3080;Loja 038;
HX0WZG3;10.748;Dell Inc.;Optiplex 3080;Loja 038;
1H0WZG3;10.478;Dell Inc.;Optiplex 3080;Loja 038;
HH0WZG3;10.491;Dell Inc.;Optiplex 3080;Loja 038;
BS1WZG3;11.157;Dell Inc.;Optiplex 3080;Loja 039;
B51WZG3;10.672;Dell Inc.;Optiplex 3080;Loja 039;
4T1WZG3;11.167;Dell Inc.;Optiplex 3080;Loja 039;
DT1WZG3;11.175;Dell Inc.;Optiplex 3080;Loja 039;
5V1WZG3;11.184;Dell Inc.;Optiplex 3080;Loja 039;
1V1WZG3;11.180;Dell Inc.;Optiplex 3080;Loja 039;
3W1WZG3;11.198;Dell Inc.;Optiplex 3080;Loja 039;
2T1WZG3;11.165;Dell Inc.;Optiplex 3080;Loja 039;
6V1WZG3;11.185;Dell Inc.;Optiplex 3080;Loja 039;
BT1WZG3;11.173;Dell Inc.;Optiplex 3080;Loja 039;
8B1WZG3;10.850;Dell Inc.;Optiplex 3080;Loja 039;FURTO
D11WZG3;10.810;Dell Inc.;Optiplex 3080;Loja 039;
1D1WZG3;10.925;Dell Inc.;Optiplex 3080;Loja 040;
GZ0WZG3;10.780;Dell Inc.;Optiplex 3080;Loja 040;
6G1WZG3;10.962;Dell Inc.;Optiplex 3080;Loja 040;
CB1WZG3;10.853;Dell Inc.;Optiplex 3080;Loja 042;
1W1WZG3;11.196;Dell Inc.;Optiplex 3080;Loja 042;
9S1WZG3;11.156;Dell Inc.;Optiplex 3080;Loja 042;
HT1WZG3;11.178;Dell Inc.;Optiplex 3080;Loja 042;
1T1WZG3;11.164;Dell Inc.;Optiplex 3080;Loja 042;
9T1WZG3;11.172;Dell Inc.;Optiplex 3080;Loja 042;
9Y1WZG3;11.136;Dell Inc.;Optiplex 3080;Loja 043;
322WZG3;11.294;Dell Inc.;Optiplex 3080;Loja 043;
4C1WZG3;10.862;Dell Inc.;Optiplex 3080;Loja 043;
4M0WZG3;10.545;Dell Inc.;Optiplex 3080;Loja 043;
391WZG3;10.829;Dell Inc.;Optiplex 3080;Loja 044;
571WZG3;10.699;Dell Inc.;Optiplex 3080;Loja 044;
361WZG3;10.681;Dell Inc.;Optiplex 3080;Loja 044;
671WZG3;10.700;Dell Inc.;Optiplex 3080;Loja 044;
371WZG3;10.697;Dell Inc.;Optiplex 3080;Loja 044;
F61WZG3;10.691;Dell Inc.;Optiplex 3080;Loja 044;
F71WZG3;10.707;Dell Inc.;Optiplex 3080;Loja 044;
191WZG3;10.827;Dell Inc.;Optiplex 3080;Loja 044;
471WZG3;10.698;Dell Inc.;Optiplex 3080;Loja 044;
161WZG3;10.679;Dell Inc.;Optiplex 3080;Loja 044;
CY1WZG3;11.138;Dell Inc.;Optiplex 3080;Loja 044;
DW1WZG3;11.107;Dell Inc.;Optiplex 3080;Loja 044;
1L1WZG3;11.002;Dell Inc.;Optiplex 3080;Loja 045;
2M1WZG3;11.019;Dell Inc.;Optiplex 3080;Loja 045;
HN1WZG3;11.048;Dell Inc.;Optiplex 3080;Loja 045;
FN1WZG3;11.046;Dell Inc.;Optiplex 3080;Loja 045;
3M1WZG3;11.020;Dell Inc.;Optiplex 3080;Loja 045;
631WZG3;10.586;Dell Inc.;Optiplex 3080;Loja 045;
171WZG3;10.695;Dell Inc.;Optiplex 3080;Loja 046;
851WZG3;10.670;Dell Inc.;Optiplex 3080;Loja 046;
751WZG3;10.669;Dell Inc.;Optiplex 3080;Loja 046;
9C1WZG3;10.867;Dell Inc.;Optiplex 3080;Loja 047;
5Y1WZG3;11.132;Dell Inc.;Optiplex 3080;Loja 047;
661WZG3;10.684;Dell Inc.;Optiplex 3080;Loja 047;
BY1WZG3;11.137;Dell Inc.;Optiplex 3080;Loja 047;
261WZG3;10.680;Dell Inc.;Optiplex 3080;Loja 047;
491WZG3;10.830;Dell Inc.;Optiplex 3080;Loja 047;
JZ0WZG3;10.782;Dell Inc.;Optiplex 3080;Loja 049;
7M1WZG3;11.024;Dell Inc.;Optiplex 3080;Loja 049;
HM1WZG3;11.032;Dell Inc.;Optiplex 3080;Loja 049;
J21WZG3;10.580;Dell Inc.;Optiplex 3080;Loja 049;
8L1WZG3;11.009;Dell Inc.;Optiplex 3080;Loja 049;
HJ0WZG3;10.507;Dell Inc.;Optiplex 3080;Loja 049;
BP1WZG3;11.059;Dell Inc.;Optiplex 3080;Loja 050;
1C2WZG3;11.236;Dell Inc.;Optiplex 3080;Loja 050;
8Z1WZG3;11.251;Dell Inc.;Optiplex 3080;Loja 050;
612WZG3;11.281;Dell Inc.;Optiplex 3080;Loja 050;
CC2WZG3;11.246;Dell Inc.;Optiplex 3080;Loja 050;
BW1WZG3;11.105;Dell Inc.;Optiplex 3080;Loja 050;
5Q1WZG3;11.070;Dell Inc.;Optiplex 3080;Loja 050;
H92WZG3;11.218;Dell Inc.;Optiplex 3080;Loja 050;
HQ1WZG3;11.080;Dell Inc.;Optiplex 3080;Loja 050;
9Q1WZG3;11.074;Dell Inc.;Optiplex 3080;Loja 050;
CQ1WZG3;11.076;Dell Inc.;Optiplex 3080;Loja 052;
7Q1WZG3;11.072;Dell Inc.;Optiplex 3080;Loja 052;
4R1WZG3;11.085;Dell Inc.;Optiplex 3080;Loja 052;
1S1WZG3;11.098;Dell Inc.;Optiplex 3080;Loja 052;
DR1WZG3;11.093;Dell Inc.;Optiplex 3080;Loja 052;
2K1WZG3;10.906;Dell Inc.;Optiplex 3080;Loja 052;
4K1WZG3;10.908;Dell Inc.;Optiplex 3080;Loja 053;
CV0WZG3;10.660;Dell Inc.;Optiplex 3080;Loja 053;
B61WZG3;10.688;Dell Inc.;Optiplex 3080;Loja 053;
8V1WZG3;11.187;Dell Inc.;Optiplex 3080;Loja 053;
G81WZG3;10.824;Dell Inc.;Optiplex 3080;Loja 053;
5S1WZG3;11.152;Dell Inc.;Optiplex 3080;Loja 053;
1C1WZG3;10.859;Dell Inc.;Optiplex 3080;Loja 053;
JB1WZG3;10.858;Dell Inc.;Optiplex 3080;Loja 053;
FB1WZG3;10.855;Dell Inc.;Optiplex 3080;Loja 053;
B91WZG3;10.836;Dell Inc.;Optiplex 3080;Loja 053;
BB1WZG3;10.852;Dell Inc.;Optiplex 3080;Loja 053;
G51WZG3;10.676;Dell Inc.;Optiplex 3080;Loja 053;
HD1WZG3;10.939;Dell Inc.;Optiplex 3080;Loja 054;
7Z0WZG3;10.773;Dell Inc.;Optiplex 3080;Loja 054;
D31WZG3;10.592;Dell Inc.;Optiplex 3080;Loja 054;
DG1WZG3;10.968;Dell Inc.;Optiplex 3080;Loja 054;
8F1WZG3;10.948;Dell Inc.;Optiplex 3080;Loja 054;
FZ0WZG3;10.779;Dell Inc.;Optiplex 3080;Loja 054;
731WZG3;10.587;Dell Inc.;Optiplex 3080;Loja 054;
H01WZG3;10.797;Dell Inc.;Optiplex 3080;Loja 054;
B11WZG3;10.808;Dell Inc.;Optiplex 3080;Loja 054;
341WZG3;10.599;Dell Inc.;Optiplex 3080;Loja 054;
5G1WZG3;10.961;Dell Inc.;Optiplex 3080;Loja 054;
J41WZG3;10.612;Dell Inc.;Optiplex 3080;Loja 054;
5S0WZG3;;Dell Inc.;Optiplex 3080;Loja 054;
CQ0WZG3;;Dell Inc.;Optiplex 3080;Loja 054;
212WZG3;11.277;Dell Inc.;Optiplex 3080;Loja 055;
9C2WZG3;11.244;Dell Inc.;Optiplex 3080;Loja 055;
BQ1WZG3;11.075;Dell Inc.;Optiplex 3080;Loja 055;
C12WZG3;11.286;Dell Inc.;Optiplex 3080;Loja 055;
112WZG3;11.276;Dell Inc.;Optiplex 3080;Loja 055;
622WZG3;11.297;Dell Inc.;Optiplex 3080;Loja 055;
G12WZG3;11.289;Dell Inc.;Optiplex 3080;Loja 055;
522WZG3;11.296;Dell Inc.;Optiplex 3080;Loja 055;
CZ1WZG3;11.254;Dell Inc.;Optiplex 3080;Loja 055;
F12WZG3;11.288;Dell Inc.;Optiplex 3080;Loja 055;
D12WZG3;11.287;Dell Inc.;Optiplex 3080;Loja 055;
802WZG3;11.267;Dell Inc.;Optiplex 3080;Loja 055;
8T0WZG3;10.645;Dell Inc.;Optiplex 3080;Loja 055;
GK1WZG3;10.918;Dell Inc.;Optiplex 3080;Loja 055;
FQ0WZG3;10.451;Dell Inc.;Optiplex 3080;Loja 056;
4J1WZG3;10.892;Dell Inc.;Optiplex 3080;Loja 056;
BQ0WZG3;10.447;Dell Inc.;Optiplex 3080;Loja 056;
6H1WZG3;10.878;Dell Inc.;Optiplex 3080;Loja 056;
7T0WZG3;10.642;Dell Inc.;Optiplex 3080;Loja 056;
HT0WZG3;10.652;Dell Inc.;Optiplex 3080;Loja 056;
4R0WZG3;10.455;Dell Inc.;Optiplex 3080;Loja 056;
4S1WZG3;11.151;Dell Inc.;Optiplex 3080;Loja 057;
9V1WZG3;11.188;Dell Inc.;Optiplex 3080;Loja 057;
6T1WZG3;11.169;Dell Inc.;Optiplex 3080;Loja 057;
102WZG3;11.260;Dell Inc.;Optiplex 3080;Loja 057;
9K1WZG3;10.913;Dell Inc.;Optiplex 3080;Loja 057;
CX0WZG3;10.745;Dell Inc.;Optiplex 3080;Loja 058;
G72WZG3;11.384;Dell Inc.;Optiplex 3080;Loja 058;
662WZG3;11.360;Dell Inc.;Optiplex 3080;Loja 058;
BY0WZG3;10.760;Dell Inc.;Optiplex 3080;Loja 058;
D82WZG3;11.398;Dell Inc.;Optiplex 3080;Loja 058;
5W0WZG3;10.721;Dell Inc.;Optiplex 3080;Loja 058;
JM0WZG3;10.555;Dell Inc.;Optiplex 3080;Loja 059;
5J1WZG3;10.893;Dell Inc.;Optiplex 3080;Loja 059;
3N0WZG3;10.559;Dell Inc.;Optiplex 3080;Loja 059;
HR0WZG3;10.622;Dell Inc.;Optiplex 3080;Loja 059;
9Y0WZG3;10.759;Dell Inc.;Optiplex 3080;Loja 060;
872WZG3;11.378;Dell Inc.;Optiplex 3080;Loja 060;
1J0WZG3;10.493;Dell Inc.;Optiplex 3080;Loja 060;
972WZG3;11.379;Dell Inc.;Optiplex 3080;Loja 060;
4D1WZG3;10.928;Dell Inc.;Optiplex 3080;Loja 061;
711WZG3;10.805;Dell Inc.;Optiplex 3080;Loja 061;
301WZG3;10.785;Dell Inc.;Optiplex 3080;Loja 061;
DC1WZG3;10.920;Dell Inc.;Optiplex 3080;Loja 061;
9W1WZG3;11.104;Dell Inc.;Optiplex 3080;Loja 061;FURTO
7D1WZG3;10.931;Dell Inc.;Optiplex 3080;Loja 061;
2Y1WZG3;11.129;Dell Inc.;Optiplex 3080;Loja 061;
CX1WZG3;11.122;Dell Inc.;Optiplex 3080;Loja 061;
411WZG3;10.802;Dell Inc.;Optiplex 3080;Loja 061;
9G1WZG3;10.965;Dell Inc.;Optiplex 3080;Loja 061;
CF1WZG3;10.951;Dell Inc.;Optiplex 3080;Loja 061;
BK1WZG3;10.914;Dell Inc.;Optiplex 3080;Loja 061;
4L0WZG3;10.529;Dell Inc.;Optiplex 3080;Loja 062;
GR0WZG3;10.462;Dell Inc.;Optiplex 3080;Loja 062;
200WZG3;10.440;Dell Inc.;Optiplex 3080;Loja 062;
FV0WZG3;10.665;Dell Inc.;Optiplex 3080;Loja 062;
5L0WZG3;10.527;Dell Inc.;Optiplex 3080;Loja 062;
7N0WZG3;10.565;Dell Inc.;Optiplex 3080;Loja 062;
4B1WZG3;10.846;Dell Inc.;Optiplex 3080;Loja 063;
591WZG3;10.831;Dell Inc.;Optiplex 3080;Loja 063;
C61WZG3;10.689;Dell Inc.;Optiplex 3080;Loja 063;
F91WZG3;10.839;Dell Inc.;Optiplex 3080;Loja 063;
761WZG3;10.685;Dell Inc.;Optiplex 3080;Loja 063;
581WZG3;10.715;Dell Inc.;Optiplex 3080;Loja 063;
691WZG3;10.832;Dell Inc.;Optiplex 3080;Loja 063;
JG0WZG3;10.473;Dell Inc.;Optiplex 3080;Loja 064;
B41WZG3;10.606;Dell Inc.;Optiplex 3080;Loja 064;
DJ0WZG3;10.506;Dell Inc.;Optiplex 3080;Loja 064;
BX1WZG3;11.121;Dell Inc.;Optiplex 3080;Loja 065;
752WZG3;11.346;Dell Inc.;Optiplex 3080;Loja 065;
352WZG3;11.342;Dell Inc.;Optiplex 3080;Loja 065;
J42WZG3;11.339;Dell Inc.;Optiplex 3080;Loja 065;
F32WZG3;11.320;Dell Inc.;Optiplex 3080;Loja 065;
152WZG3;11.340;Dell Inc.;Optiplex 3080;Loja 065;FURTO
C41WZG3;10.607;Dell Inc.;Optiplex 3080;Loja 066;FURTO
G41WZG3;10.610;Dell Inc.;Optiplex 3080;Loja 066;
F21WZG3;10.577;Dell Inc.;Optiplex 3080;Loja 066;
